Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.652625,0.6058829650698949,0.87335,0.7154354993958508,0.5836919737499999,0.4319,0.87335,0.34019259284131925,0.30525,1125.008674621582,27.783363103866577,1439.7105149028287
