Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.98935,0.9803671345832924,0.9987,0.9894486550750483,0.999721055,0.98,0.9987,0.978871165694007,0.9787,1415.300636768341,24.692566633224487,809.9603535377113
