Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.98995,0.9887281795511222,0.9912,0.9899625468164794,0.9995382800000001,0.9887,0.9912,0.9799030622018541,0.9799,1337.2637205123901,21.943259239196777,911.4416314361554
