Metric,140K Train (Tested on 200K),200K Train (Tested on 140K)
Accuracy,0.68655,0.99185
Precision,0.6231597015910741,0.9873179431289012
Recall,0.9439,0.9965
F1,0.7507058496043265,0.9918877220922709
AUC,0.587901145,0.999644295
Specificity,0.4292,0.9872
Sensitivity,0.9439,0.9965
MCC,0.43516783825270844,0.9837425428661692
Kappa,0.3731,0.9837
Training_Time,1123.616117477417,1331.8707168102264
Inference_Time,27.991880178451538,21.664483785629272
FPS,1428.9858253534696,923.1699309293778
