Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.662175,0.6110749631861923,0.8922,0.7253511107497815,0.65687221125,0.43215,0.8922,0.3653030221959932,0.32435,1177.3881006240845,32.11584544181824,1245.4911103761808
